SECTOR,DATE,FACT,Value,Location,SOURCE,TAGS,Link
Registration,2/13/2014,Total registered Syrian refugees,"927,638",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/14/2014,Total registered Syrian refugees,"929,774",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/17/2014,Total registered Syrian refugees,"929,001",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/18/2014,Total registered Syrian refugees,"931,567",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/19/2014,Total registered Syrian refugees,"933,344",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/20/2014,Total registered Syrian refugees,"934,895",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/21/2014,Total registered Syrian refugees,"936,861",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/24/2014,Total registered Syrian refugees,"938,392",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/26/2014,Total registered Syrian refugees,"942,667",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/27/2014,Total registered Syrian refugees,"944,397",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/28/2014,Total registered Syrian refugees,"945,461",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/3/2014,Total registered Syrian refugees,"950,479",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/4/2014,Total registered Syrian refugees,"953,420",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/5/2014,Total registered Syrian refugees,"956,192",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/6/2014,Total registered Syrian refugees,"957,773",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/7/2014,Total registered Syrian refugees,"960,009",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/10/2014,Total registered Syrian refugees,"962,385",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/11/2014,Total registered Syrian refugees,"964,747",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/12/2014,Total registered Syrian refugees,"967,145",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/13/2014,Total registered Syrian refugees,"968,244",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/15/2014,Total registered Syrian refugees,"969,778",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/17/2014,Total registered Syrian refugees,"972,457",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/18/2014,Total registered Syrian refugees,"974,434",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/19/2014,Total registered Syrian refugees,"977,314",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/20/2014,Total registered Syrian refugees,"979,279",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/22/2014,Total registered Syrian refugees,"980,731",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/24/2014,Total registered Syrian refugees,"983,694",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/25/2014,Total registered Syrian refugees,"985,346",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/26/2014,Total registered Syrian refugees,"987,256",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/27/2014,Total registered Syrian refugees,"990,133",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/28/2014,Total registered Syrian refugees,"992,013",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/31/2014,Total registered Syrian refugees,"993,689",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/1/2014,Total registered Syrian refugees,"996,276",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/2/2014,Total registered Syrian refugees,"998,723",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/3/2014,Total registered Syrian refugees,"1,001,543",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/5/2014,Total registered Syrian refugees,"1,003,814",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/7/2014,Total registered Syrian refugees,"1,007,399",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/8/2014,Total registered Syrian refugees,"1,009,730",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/9/2014,Total registered Syrian refugees,"1,012,080",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/10/2014,Total registered Syrian refugees,"1,014,070",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/12/2014,Total registered Syrian refugees,"1,016,935",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/14/2014,Total registered Syrian refugees,"1,019,522",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/15/2014,Total registered Syrian refugees,"1,022,157",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/16/2014,Total registered Syrian refugees,"1,024,063",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/17/2014,Total registered Syrian refugees,"1,026,626",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/22/2014,Total registered Syrian refugees,"1,029,473",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/26/2014,Total registered Syrian refugees,"1,036,236",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/28/2014,Total registered Syrian refugees,"1,040,322",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,4/30/2014,Total registered Syrian refugees,"1,044,898",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/2/2014,Total registered Syrian refugees,"1,047,912",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/5/2014,Total registered Syrian refugees,"1,050,877",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/6/2014,Total registered Syrian refugees,"1,053,782",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/7/2014,Total registered Syrian refugees,"1,056,089",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/8/2014,Total registered Syrian refugees,"1,058,088",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/10/2014,Total registered Syrian refugees,"1,059,908",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/12/2014,Total registered Syrian refugees,"1,059,873",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/13/2014,Total registered Syrian refugees,"1,062,485",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/14/2014,Total registered Syrian refugees,"1,065,001",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/15/2014,Total registered Syrian refugees,"1,067,151",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/17/2014,Total registered Syrian refugees,"1,069,723",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/19/2014,Total registered Syrian refugees,"1,072,715",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/20/2014,Total registered Syrian refugees,"1,074,517",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/21/2014,Total registered Syrian refugees,"1,077,704",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/27/2014,Total registered Syrian refugees,"1,087,966",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/29/2014,Total registered Syrian refugees,"1,092,272",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,5/31/2014,Total registered Syrian refugees,"1,087,814",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/2/2014,Total registered Syrian refugees,"1,089,621",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/3/2014,Total registered Syrian refugees,"1,090,538",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/5/2014,Total registered Syrian refugees,"1,093,069",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/7/2014,Total registered Syrian refugees,"1,093,603",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/9/2014,Total registered Syrian refugees,"1,095,557",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/10/2014,Total registered Syrian refugees,"1,097,053",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/11/2014,Total registered Syrian refugees,"1,099,110",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/12/2014,Total registered Syrian refugees,"1,100,486",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/13/2014,Total registered Syrian refugees,"1,101,782",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/16/2014,Total registered Syrian refugees,"1,103,441",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/17/2014,Total registered Syrian refugees,"1,104,567",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/18/2014,Total registered Syrian refugees,"1,106,621",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/19/2014,Total registered Syrian refugees,"1,107,550",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/21/2014,Total registered Syrian refugees,"1,108,202",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/23/2014,Total registered Syrian refugees,"1,110,281",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/24/2014,Total registered Syrian refugees,"1,111,583",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/26/2014,Total registered Syrian refugees,"1,115,012",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/28/2014,Total registered Syrian refugees,"1,117,095",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,6/30/2014,Total registered Syrian refugees,"1,119,585",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/1/2014,Total registered Syrian refugees,"1,120,518",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/5/2014,Total registered Syrian refugees,"1,122,787",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/7/2014,Total registered Syrian refugees,"1,122,221",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/9/2014,Total registered Syrian refugees,"1,124,395",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/10/2014,Total registered Syrian refugees,"1,125,913",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/12/2014,Total registered Syrian refugees,"1,126,131",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/14/2014,Total registered Syrian refugees,"1,128,193",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/15/2014,Total registered Syrian refugees,"1,127,513",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/17/2014,Total registered Syrian refugees,"1,129,752",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/19/2014,Total registered Syrian refugees,"1,130,928",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/21/2014,Total registered Syrian refugees,"1,132,706",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/22/2014,Total registered Syrian refugees,"1,134,327",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/23/2014,Total registered Syrian refugees,"1,135,290",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/24/2014,Total registered Syrian refugees,"1,138,043",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/26/2014,Total registered Syrian refugees,"1,136,355",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/29/2014,Total registered Syrian refugees,"1,136,757",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/30/2014,Total registered Syrian refugees,"1,137,543",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,7/31/2014,Total registered Syrian refugees,"1,138,874",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/1/2014,Total registered Syrian refugees,"1,139,993",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/4/2014,Total registered Syrian refugees,"1,142,172",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/5/2014,Total registered Syrian refugees,"1,143,771",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/6/2014,Total registered Syrian refugees,"1,145,650",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/7/2014,Total registered Syrian refugees,"1,146,774",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/8/2014,Total registered Syrian refugees,"1,147,584",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/11/2014,Total registered Syrian refugees,"1,149,890",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/12/2014,Total registered Syrian refugees,"1,151,591",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/14/2014,Total registered Syrian refugees,"1,154,955",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/15/2014,Total registered Syrian refugees,"1,156,980",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/18/2014,Total registered Syrian refugees,"1,159,643",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/19/2014,Total registered Syrian refugees,"1,161,479",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/20/2014,Total registered Syrian refugees,"1,164,067",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/21/2014,Total registered Syrian refugees,"1,166,149",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/22/2014,Total registered Syrian refugees,"1,167,611",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/25/2014,Total registered Syrian refugees,"1,169,846",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/26/2014,Total registered Syrian refugees,"1,172,468",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/27/2014,Total registered Syrian refugees,"1,174,141",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/28/2014,Total registered Syrian refugees,"1,175,504",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,8/29/2014,Total registered Syrian refugees,"1,176,971",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/11/2014,Total registered Syrian refugees,"1,185,275",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/15/2014,Total registered Syrian refugees,"1,186,896",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/17/2014,Total registered Syrian refugees,"1,188,468",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/18/2014,Total registered Syrian refugees,"1,189,608",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/19/2014,Total registered Syrian refugees,"1,190,236",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/22/2014,Total registered Syrian refugees,"1,190,879",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/23/2014,Total registered Syrian refugees,"1,191,332",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/24/2014,Total registered Syrian refugees,"1,191,780",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/25/2014,Total registered Syrian refugees,"1,191,934",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/26/2014,Total registered Syrian refugees,"1,191,992",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/29/2014,Total registered Syrian refugees,"1,185,378",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,9/30/2014,Total registered Syrian refugees,"1,164,004",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/1/2014,Total registered Syrian refugees,"1,163,770",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/2/2014,Total registered Syrian refugees,"1,151,057",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/3/2014,Total registered Syrian refugees,"1,150,826",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/7/2014,Total registered Syrian refugees,"1,150,252",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/8/2014,Total registered Syrian refugees,"1,149,966",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/9/2014,Total registered Syrian refugees,"1,142,425",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/11/2014,Total registered Syrian refugees,"1,141,058",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/13/2014,Total registered Syrian refugees,"1,140,919",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/14/2014,Total registered Syrian refugees,"1,140,656",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/15/2014,Total registered Syrian refugees,"1,139,093",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/16/2014,Total registered Syrian refugees,"1,137,729",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/17/2014,Total registered Syrian refugees,"1,135,867",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/20/2014,Total registered Syrian refugees,"1,133,668",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/21/2014,Total registered Syrian refugees,"1,133,623",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/22/2014,Total registered Syrian refugees,"1,133,834",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/30/2014,Total registered Syrian refugees,"1,132,601",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,10/31/2014,Total registered Syrian refugees,"1,132,849",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/3/2014,Total registered Syrian refugees,"1,133,238",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/4/2014,Total registered Syrian refugees,"1,133,308",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/5/2014,Total registered Syrian refugees,"1,133,822",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/6/2014,Total registered Syrian refugees,"1,134,224",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/7/2014,Total registered Syrian refugees,"1,135,285",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/11/2014,Total registered Syrian refugees,"1,137,285",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/12/2014,Total registered Syrian refugees,"1,138,363",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/13/2014,Total registered Syrian refugees,"1,140,120",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/14/2014,Total registered Syrian refugees,"1,141,330",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/17/2014,Total registered Syrian refugees,"1,142,631",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/18/2014,Total registered Syrian refugees,"1,143,732",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/19/2014,Total registered Syrian refugees,"1,143,899",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/21/2014,Total registered Syrian refugees,"1,146,042",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/25/2014,Total registered Syrian refugees,"1,146,735",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/26/2014,Total registered Syrian refugees,"1,143,900",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/27/2014,Total registered Syrian refugees,"1,144,483",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,11/28/2014,Total registered Syrian refugees,"1,144,762",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/1/2014,Total registered Syrian refugees,"1,145,526",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/2/2014,Total registered Syrian refugees,"1,143,493",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/3/2014,Total registered Syrian refugees,"1,144,345",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/4/2014,Total registered Syrian refugees,"1,144,706",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/5/2014,Total registered Syrian refugees,"1,145,934",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/8/2014,Total registered Syrian refugees,"1,146,685",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/9/2014,Total registered Syrian refugees,"1,147,244",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/10/2014,Total registered Syrian refugees,"1,147,788",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/11/2014,Total registered Syrian refugees,"1,148,768",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/12/2014,Total registered Syrian refugees,"1,149,267",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/15/2014,Total registered Syrian refugees,"1,150,415",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/16/2014,Total registered Syrian refugees,"1,150,731",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/17/2014,Total registered Syrian refugees,"1,151,763",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/18/2014,Total registered Syrian refugees,"1,153,447",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/22/2014,Total registered Syrian refugees,"1,155,414",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/23/2014,Total registered Syrian refugees,"1,156,159",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/24/2014,Total registered Syrian refugees,"1,156,599",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/26/2014,Total registered Syrian refugees,"1,156,851",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/29/2014,Total registered Syrian refugees,"1,158,104",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/30/2014,Total registered Syrian refugees,"1,158,582",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,12/31/2014,Total registered Syrian refugees,"1,158,995",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,1/2/2015,Total registered Syrian refugees,"1,159,396",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,1/6/2015,Total registered Syrian refugees,"1,159,872",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,1/7/2015,Total registered Syrian refugees,"1,160,080",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,1/8/2015,Total registered Syrian refugees,"1,160,468",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,1/15/2015,Total registered Syrian refugees,"1,160,749",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,1/22/2015,Total registered Syrian refugees,"1,166,488",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,1/29/2015,Total registered Syrian refugees,"1,167,242",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,1/30/2015,Total registered Syrian refugees,"1,167,790",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/2/2015,Total registered Syrian refugees,"1,168,229",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/3/2015,Total registered Syrian refugees,"1,169,350",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/4/2015,Total registered Syrian refugees,"1,170,350",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/5/2015,Total registered Syrian refugees,"1,168,115",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/6/2015,Total registered Syrian refugees,"1,167,148",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/9/2015,Total registered Syrian refugees,"1,167,982",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/10/2015,Total registered Syrian refugees,"1,168,853",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/11/2015,Total registered Syrian refugees,"1,169,336",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/12/2015,Total registered Syrian refugees,"1,169,639",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/13/2015,Total registered Syrian refugees,"1,170,416",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/16/2015,Total registered Syrian refugees,"1,171,374",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/17/2015,Total registered Syrian refugees,"1,172,265",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/18/2015,Total registered Syrian refugees,"1,172,726",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/19/2015,Total registered Syrian refugees,"1,173,552",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/20/2015,Total registered Syrian refugees,"1,174,313",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/23/2015,Total registered Syrian refugees,"1,175,171",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/24/2015,Total registered Syrian refugees,"1,175,913",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/26/2015,Total registered Syrian refugees,"1,177,282",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,2/27/2015,Total registered Syrian refugees,"1,178,038",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/2/2015,Total registered Syrian refugees,"1,178,617",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/3/2015,Total registered Syrian refugees,"1,179,236",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/4/2015,Total registered Syrian refugees,"1,179,937",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/5/2015,Total registered Syrian refugees,"1,180,755",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/6/2015,Total registered Syrian refugees,"1,181,444",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/9/2015,Total registered Syrian refugees,"1,182,213",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/10/2015,Total registered Syrian refugees,"1,183,109",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/12/2015,Total registered Syrian refugees,"1,184,323",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/13/2015,Total registered Syrian refugees,"1,185,108",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/16/2015,Total registered Syrian refugees,"1,186,125",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/17/2015,Total registered Syrian refugees,"1,186,920",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/18/2015,Total registered Syrian refugees,"1,187,407",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/20/2015,Total registered Syrian refugees,"1,188,535",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/23/2015,Total registered Syrian refugees,"1,189,214",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/25/2015,Total registered Syrian refugees,"1,190,165",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
Registration,3/26/2015,Total registered Syrian refugees,"1,191,451",National,UNHCR refugee data,"UNHCR, Registration, Lebanon",
